cohort,reference_model,comparison_model,input,targets,metric,difference_pp,lower_95,upper_95
gpt-4.1-mini_knowledge_cutoff_pre,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,841,balanced_accuracy,0.047958344751982906,-2.7190424800997253,2.884307355123361
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,159,accuracy,8.176100628930811,1.8630664826316916,14.465615690168814
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,159,balanced_accuracy,7.395382395382391,-3.4388640873015874,17.894950564971747
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,159,accuracy,2.5157232704402475,-3.9283198309263825,8.917197452229289
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,159,balanced_accuracy,10.533910533910529,1.633716754572998,19.330176916011624
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,159,accuracy,13.20754716981132,6.959849683544302,19.514896573016344
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,159,balanced_accuracy,19.516594516594516,8.929657940484706,29.404228558374758
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,159,accuracy,7.547169811320757,0.0,15.094339622641506
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,159,balanced_accuracy,23.773448773448777,14.04703743502599,33.33333333333333
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,159,accuracy,7.547169811320757,1.27388535031848,13.37579617834394
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,159,balanced_accuracy,10.353535353535356,2.670318679923083,18.34025142314987
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,159,accuracy,5.031446540880495,-1.2424301242235969,11.320754716981142
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,159,balanced_accuracy,13.239538239538234,4.248855105105105,22.787955603477393
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,159,accuracy,10.062893081761004,3.797468354430393,16.051373954599747
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,159,balanced_accuracy,1.8759018759018744,-5.863907131724124,9.215586156776249
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,159,accuracy,5.660377358490564,0.625,10.625
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,159,balanced_accuracy,3.5714285714285694,-3.2324394951422555,10.50589293040669
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,159,accuracy,0.0,-5.660377358490564,5.660377358490571
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,159,balanced_accuracy,2.236652236652226,-5.548384489926875,9.871271147243306
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,159,accuracy,-3.7735849056603854,-8.917197452229296,1.851851851851848
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,159,balanced_accuracy,-1.262626262626263,-6.992550950723629,5.112504919323102
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,159,accuracy,5.660377358490564,-0.6098496184348342,11.464968152866234
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,159,balanced_accuracy,2.453102453102453,-5.002252252252252,9.776282084521645
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,qwen/qwen3-32b,summary,159,accuracy,1.2578616352201237,-3.797468354430393,6.74950768764674
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,qwen/qwen3-32b,summary,159,balanced_accuracy,4.148629148629148,-2.452040099859574,11.765267309500748
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,159,accuracy,4.40251572327044,-1.8298328816621556,10.759493670886066
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,159,balanced_accuracy,11.724386724386719,2.2983954451345783,21.837626854020293
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,159,accuracy,0.6289308176100548,-3.267973856209153,4.431085221317431
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,159,balanced_accuracy,2.633477633477632,-1.538461538461533,7.828004681028345
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,159,accuracy,3.773584905660371,-3.299829434697849,10.828025477707001
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,159,balanced_accuracy,-4.329004329004327,-16.829030577679042,7.4414351017834415
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,159,accuracy,1.8867924528301927,-4.375,7.845229555236704
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,159,balanced_accuracy,7.900432900432897,-1.5086996336996388,16.923526604628968
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,159,accuracy,8.80503144654088,2.4844720496894435,15.192292187374019
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,159,balanced_accuracy,7.7922077922077975,-2.8235719386634086,16.96829733714978
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,159,accuracy,6.918238993710702,0.0,14.197530864197518
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,159,balanced_accuracy,21.139971139971145,10.20784696688015,31.366368943675383
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,159,accuracy,3.1446540880503164,-3.2467532467532436,9.879629629629614
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,159,balanced_accuracy,-1.370851370851362,-11.759219067345096,8.24236763751305
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,159,accuracy,4.40251572327044,-2.484472049689444,11.181871118012419
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,159,balanced_accuracy,10.606060606060602,0.7106691775809449,20.111226330119774
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,159,accuracy,5.660377358490564,-1.266228497241169,12.727562246670518
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,159,balanced_accuracy,-9.848484848484844,-19.92775008149339,-0.3958333333333409
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,159,accuracy,5.031446540880509,0.605969331872949,10.128194791582684
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,159,balanced_accuracy,0.9379509379509372,-5.988148650314316,7.437169058136014
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,159,accuracy,-4.40251572327044,-10.693515643658948,1.8867924528301927
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,159,balanced_accuracy,-9.487734487734492,-20.093606875702207,0.42212918821374795
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,159,accuracy,-4.40251572327044,-9.615384615384613,0.6329113924050631
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,159,balanced_accuracy,-3.896103896103895,-11.143100670638036,3.1250870413932224
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,159,accuracy,1.2578616352201237,-5.625,7.5949367088607715
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,159,balanced_accuracy,-9.271284271284266,-19.33665409646946,0.5311167491045504
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,159,accuracy,0.628930817610069,-4.294478527607367,5.590062111801231
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,159,balanced_accuracy,1.5151515151515156,-6.844154606826102,10.176577380952377
all,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,1000,accuracy,6.5,3.9267077333542573,9.263874501992031
all,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,1000,balanced_accuracy,8.166666666666664,4.81011935237094,11.64582209874649
all,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,1000,accuracy,4.799999999999997,2.193147739321707,7.41839762611275
all,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,1000,balanced_accuracy,10.19047619047619,7.101579515413658,13.200115653894935
all,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,1000,accuracy,15.299999999999997,12.59970292044311,18.25495984498411
all,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,1000,balanced_accuracy,20.738095238095234,17.1399552978369,24.493878475258967
all,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,1000,accuracy,14.0,11.121869138254441,16.881038993089827
all,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,1000,balanced_accuracy,24.476190476190474,21.173572728392372,27.674210064841834
all,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,1000,accuracy,4.5,1.9093565927736726,7.0071825332346345
all,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,1000,balanced_accuracy,6.261904761904766,3.1987745342870233,9.37676707434352
all,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,1000,accuracy,3.700000000000003,1.3926912127230058,6.157361616097679
all,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,1000,balanced_accuracy,9.11904761904762,6.243456116559695,12.260246290238468
all,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,1000,accuracy,1.8999999999999915,-0.3012657919125985,4.3527649890132905
all,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,1000,balanced_accuracy,-2.9285714285714306,-5.640345075010476,-0.08377809416014749
all,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,1000,accuracy,1.7000000000000028,-0.10071511704276012,3.6217303822937623
all,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,1000,balanced_accuracy,2.0714285714285694,-0.29355159134338804,4.412926340112177
all,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,1000,accuracy,-1.9000000000000057,-4.016165163165231,0.3996103896103921
all,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,1000,balanced_accuracy,-1.0714285714285694,-3.581016544923731,1.7332704108244419
all,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,1000,accuracy,-2.5,-4.509018036072135,-0.49598273103708007
all,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,1000,balanced_accuracy,-0.3571428571428612,-2.485943913302934,1.9151764384970202
all,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,1000,accuracy,0.8999999999999915,-1.1988311688311621,3.2258064516128973
all,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,1000,balanced_accuracy,-0.4047619047619051,-3.1698268927568973,2.484944803644557
all,openai/gpt-4o-mini,qwen/qwen3-32b,summary,1000,accuracy,-0.5,-2.4348622329976726,1.5090923182600096
all,openai/gpt-4o-mini,qwen/qwen3-32b,summary,1000,balanced_accuracy,0.6904761904761898,-1.614049043410258,3.1696761006253937
all,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,1000,accuracy,-0.29999999999999716,-2.894356287425145,2.197857142857135
all,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,1000,balanced_accuracy,3.595238095238095,0.5174925677327871,6.7003944953985615
all,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,1000,accuracy,-1.0,-2.8114573096009408,0.8032735170288497
all,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,1000,balanced_accuracy,0.5238095238095255,-1.4943391310347178,2.526909141182045
all,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,1000,accuracy,6.799999999999997,3.9789162700653433,9.732118707812711
all,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,1000,balanced_accuracy,4.571428571428569,0.9908729295131679,8.227992566486067
all,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,1000,accuracy,5.799999999999997,3.219315895372233,8.316435101440208
all,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,1000,balanced_accuracy,9.666666666666664,6.582967160647188,12.691445126496816
all,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,1000,accuracy,15.599999999999994,12.736001899053454,18.71887824079059
all,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,1000,balanced_accuracy,17.14285714285714,13.401483207292538,21.024121678914714
all,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,1000,accuracy,15.0,12.187749310105803,17.998028311425674
all,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,1000,balanced_accuracy,23.95238095238095,20.636399343125074,27.164142629972783
all,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,1000,accuracy,4.799999999999997,2.191180551426136,7.561249102128769
all,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,1000,balanced_accuracy,2.6666666666666714,-0.6242459723065167,6.266826336244883
all,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,1000,accuracy,4.700000000000003,2.3022447447447507,7.1077668664080385
all,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,1000,balanced_accuracy,8.595238095238095,5.75727180344478,11.41769289018294
all,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,1000,accuracy,2.1999999999999886,-0.5964959493786506,5.089820359281433
all,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,1000,balanced_accuracy,-6.5238095238095255,-9.6723801565609,-3.4892343323292083
all,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,1000,accuracy,2.700000000000003,0.7967731459846561,4.607877519745374
all,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,1000,balanced_accuracy,1.547619047619044,-0.8989652661977496,3.7965367752454355
all,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,1000,accuracy,-1.6000000000000085,-4.29581168831169,0.9054553909560111
all,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,1000,balanced_accuracy,-4.666666666666664,-7.772841518430733,-1.6542482657381816
all,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,1000,accuracy,-1.5,-3.4552547837557905,0.5020586377769146
all,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,1000,balanced_accuracy,-0.8809523809523867,-3.049751690394858,1.4168152626174468
all,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,1000,accuracy,1.1999999999999886,-1.3903026725446672,3.766630012588842
all,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,1000,balanced_accuracy,-4.0,-7.207795295485075,-0.8098957814552217
all,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,1000,accuracy,0.5,-1.4808234787524717,2.5126893278072107
all,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,1000,balanced_accuracy,0.1666666666666643,-2.331086214565429,2.7800691834050064
before_both_old_cutoffs,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,786,accuracy,6.61577608142494,3.5527393884304956,9.756794867821604
before_both_old_cutoffs,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,786,balanced_accuracy,8.30410310792071,4.246621080684687,12.269578054464425
before_both_old_cutoffs,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,786,accuracy,5.089058524173026,2.4200753998046336,7.948717948717956
before_both_old_cutoffs,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,786,balanced_accuracy,9.462435761481366,6.187045045873684,12.753688406825018
before_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,786,accuracy,15.776081424936379,12.64189105529996,19.181585677749354
before_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,786,balanced_accuracy,20.87223487011397,16.979191897010512,24.880810621599256
before_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,786,accuracy,15.139949109414758,11.974141423963951,18.575203151933017
before_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,786,balanced_accuracy,24.244525357993012,20.644637068045554,27.847386724950397
before_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,786,accuracy,3.944020356234091,0.8928003453289811,6.997455470737918
before_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,786,balanced_accuracy,5.607383072918594,1.915266245621816,9.297447669482136
before_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,786,accuracy,3.053435114503813,0.38165517107761565,5.7936335250825035
before_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,786,balanced_accuracy,7.857677847073397,4.772597608189747,11.136828326601613
before_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,786,accuracy,0.3816793893129784,-2.402174975444597,3.2353695427757496
before_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,786,balanced_accuracy,-3.5599077486670296,-6.928382835540266,-0.40256096487098963
before_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,786,accuracy,0.3816793893129784,-1.7745107038810322,2.567476594803824
before_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,786,balanced_accuracy,1.008164687910181,-1.6624633820091161,3.740794030193712
before_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,786,accuracy,-2.544529262086513,-5.013160274379601,-0.2518497618244469
before_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,786,balanced_accuracy,-1.7723527797759004,-4.706826588944684,1.1295217863892297
before_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,786,accuracy,-2.798982188295163,-5.190368005404271,-0.38460307298335
before_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,786,balanced_accuracy,-0.8179519314195858,-3.3980556413309553,1.901280462880687
before_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,786,accuracy,0.0,-2.710205965015305,2.580728515462196
before_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,786,balanced_accuracy,-0.8305586248322214,-4.183827569022054,2.449421339493266
before_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-32b,summary,786,accuracy,-1.2722646310432566,-3.589858793324777,0.8963443398164732
before_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-32b,summary,786,balanced_accuracy,-0.41898716341982123,-3.0984697425360994,2.0738075424005715
before_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,786,accuracy,-1.2722646310432566,-4.172464366434974,1.4048531289910642
before_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,786,balanced_accuracy,2.072688711076829,-1.1988192799666222,5.310887730550653
before_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,786,accuracy,-1.399491094147578,-3.557814485387553,0.6435421596711928
before_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,786,balanced_accuracy,0.006303346706317825,-2.3292877670726413,2.4466876088340794
before_both_old_cutoffs,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,786,accuracy,7.888040712468197,4.624907734274711,11.32081472946373
before_both_old_cutoffs,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,786,balanced_accuracy,6.231414396843881,2.406001267769225,10.280914852734233
before_both_old_cutoffs,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,786,accuracy,6.488549618320604,3.633323172796867,9.297745127687097
before_both_old_cutoffs,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,786,balanced_accuracy,9.456132414775048,6.298079633574056,12.658435348419435
before_both_old_cutoffs,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,786,accuracy,17.048346055979636,13.810517060460105,20.68095838587641
before_both_old_cutoffs,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,786,balanced_accuracy,18.799546159037142,14.846012216320808,23.16029228818818
before_both_old_cutoffs,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,786,accuracy,16.539440203562336,13.324665841899849,19.87321219901577
before_both_old_cutoffs,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,786,balanced_accuracy,24.238222011286695,20.66611858230719,27.883501913886338
before_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,786,accuracy,5.216284987277348,2.0720732705009013,8.546376201614148
before_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,786,balanced_accuracy,3.5346943618417654,-0.28929073974805825,7.540280850876414
before_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,786,accuracy,4.452926208651391,1.7834394904458577,6.9445785070785115
before_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,786,balanced_accuracy,7.851374500367079,4.905650252547396,10.766301751731188
before_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,786,accuracy,1.653944020356235,-1.656369835572298,5.18364073648571
before_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,786,balanced_accuracy,-5.6325964597438585,-9.06947608029812,-2.0440767286785886
before_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,786,accuracy,1.7811704834605564,-0.37978302478568404,4.07124681933842
before_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,786,balanced_accuracy,1.0018613412038633,-1.697446309734135,3.685109946319421
before_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,786,accuracy,-1.2722646310432566,-4.203821656050948,1.6519476525384642
before_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,786,balanced_accuracy,-3.8450414908527293,-7.147542857565582,-0.4612714887662553
before_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,786,accuracy,-1.399491094147585,-3.6573459223905385,0.9032258064516157
before_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,786,balanced_accuracy,-0.8242552781259036,-3.268376976954083,1.7911104593188765
before_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,786,accuracy,1.2722646310432566,-1.5526632605121005,4.342412127269697
before_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,786,balanced_accuracy,-2.9032473359090503,-6.270771499094926,0.5577264183734818
before_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,786,accuracy,0.1272264631043214,-2.1879021879021825,2.423624341040766
before_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,786,balanced_accuracy,-0.42529051012613905,-3.2124578135199333,2.2602894242345926
between_old_cutoffs,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,55,accuracy,0.0,-9.615384615384613,9.433962264150942
between_old_cutoffs,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,55,balanced_accuracy,4.703832752613231,-5.003205128205128,15.44788037166086
between_old_cutoffs,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,55,accuracy,7.2727272727272805,-7.407407407407405,22.22222222222222
between_old_cutoffs,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,55,balanced_accuracy,23.693379790940767,7.453845369237045,38.888888888888886
between_old_cutoffs,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,55,accuracy,14.545454545454547,5.454545454545453,25.454545454545467
between_old_cutoffs,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,55,balanced_accuracy,19.163763066202087,6.557523997741382,34.6094037541406
between_old_cutoffs,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,55,accuracy,16.363636363636374,1.7849310776942418,31.591360476663297
between_old_cutoffs,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,55,balanced_accuracy,32.14285714285714,16.66666666666667,46.61902409185017
between_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,55,accuracy,3.6363636363636402,-3.5714285714285694,11.1111111111111
between_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,55,balanced_accuracy,4.790940766550527,-1.4285714285714306,14.464285714285715
between_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,55,accuracy,9.090909090909093,0.0,19.999999999999993
between_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,55,balanced_accuracy,17.85714285714286,3.4071969696969675,33.33333333333333
between_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,55,accuracy,0.0,-10.169491525423723,9.615384615384613
between_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,55,balanced_accuracy,-9.407665505226483,-22.21383728930168,2.954982517482514
between_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,55,accuracy,9.090909090909093,1.8518518518518476,17.24303713527851
between_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,55,balanced_accuracy,10.801393728222997,2.173913043478265,21.213068181818183
between_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,55,accuracy,1.818181818181813,-7.692307692307693,13.20754716981132
between_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,55,balanced_accuracy,1.2195121951219505,-14.227674589941454,15.91021232057416
between_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,55,accuracy,5.4545454545454675,0.0,12.499999999999993
between_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,55,balanced_accuracy,8.362369337979096,0.0,18.198660714285662
between_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,55,accuracy,0.0,-7.2727272727272805,7.407407407407405
