scope,model,mode,cue,path,count,cohort_n
within_model_mode,qwen/qwen3-32b,adaptive,no_cue,WWWC,1,589
within_model_mode,qwen/qwen3-32b,adaptive,no_cue,WWWW,8,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CAAA,1,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CAAW,2,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CACA,1,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CAWA,1,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CAWW,11,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CCAA,1,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CCCC,2,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CCCW,2,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CCWC,2,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CCWW,6,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CWAA,1,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CWAW,7,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CWCC,4,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CWCW,27,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CWWA,4,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CWWC,8,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,CWWW,345,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WACC,2,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WCAC,4,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WCAW,1,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WCCA,1,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WCCC,124,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WCCW,7,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WCWA,1,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WCWC,9,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WCWW,4,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WWCC,1,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WWCW,2,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WWWA,1,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WWWC,2,589
within_model_mode,qwen/qwen3-32b,adaptive,researcher,WWWW,5,589
shared_349,anthropic/claude-opus-4.6,static,no_cue,CCCC,26,349
shared_349,anthropic/claude-opus-4.6,static,no_cue,CCCW,3,349
shared_349,anthropic/claude-opus-4.6,static,no_cue,CCWW,10,349
shared_349,anthropic/claude-opus-4.6,static,no_cue,CWCC,1,349
shared_349,anthropic/claude-opus-4.6,static,no_cue,CWWW,274,349
shared_349,anthropic/claude-opus-4.6,static,no_cue,WCCC,29,349
shared_349,anthropic/claude-opus-4.6,static,no_cue,WWCC,1,349
shared_349,anthropic/claude-opus-4.6,static,no_cue,WWWC,1,349
shared_349,anthropic/claude-opus-4.6,static,no_cue,WWWW,4,349
shared_349,anthropic/claude-opus-4.6,static,researcher,CCCC,313,349
shared_349,anthropic/claude-opus-4.6,static,researcher,CWWW,1,349
shared_349,anthropic/claude-opus-4.6,static,researcher,WWWW,35,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,CAWC,1,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,CAWW,1,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,CCCC,45,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,CCCW,13,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,CCWC,6,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,CCWW,33,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,CWCC,3,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,CWCW,10,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,CWWA,1,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,CWWC,5,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,CWWW,196,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,WCCC,24,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,WCCW,2,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,WCWC,1,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,WWCC,3,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,WWWC,2,349
shared_349,anthropic/claude-opus-4.6,adaptive,no_cue,WWWW,3,349
shared_349,anthropic/claude-opus-4.6,adaptive,researcher,CAAA,2,349
shared_349,anthropic/claude-opus-4.6,adaptive,researcher,CCAA,1,349
shared_349,anthropic/claude-opus-4.6,adaptive,researcher,CCCA,1,349
shared_349,anthropic/claude-opus-4.6,adaptive,researcher,CCCC,302,349
shared_349,anthropic/claude-opus-4.6,adaptive,researcher,CCWA,2,349
shared_349,anthropic/claude-opus-4.6,adaptive,researcher,CCWW,1,349
shared_349,anthropic/claude-opus-4.6,adaptive,researcher,CWCC,2,349
shared_349,anthropic/claude-opus-4.6,adaptive,researcher,CWWW,3,349
shared_349,anthropic/claude-opus-4.6,adaptive,researcher,WAAW,1,349
shared_349,anthropic/claude-opus-4.6,adaptive,researcher,WCWW,1,349
shared_349,anthropic/claude-opus-4.6,adaptive,researcher,WWWA,1,349
shared_349,anthropic/claude-opus-4.6,adaptive,researcher,WWWW,32,349
shared_349,openai/gpt-5.6-sol,static,no_cue,CCCC,17,349
shared_349,openai/gpt-5.6-sol,static,no_cue,CCCW,5,349
shared_349,openai/gpt-5.6-sol,static,no_cue,CCWC,4,349
shared_349,openai/gpt-5.6-sol,static,no_cue,CCWW,7,349
shared_349,openai/gpt-5.6-sol,static,no_cue,CWCC,2,349
shared_349,openai/gpt-5.6-sol,static,no_cue,CWCW,1,349
shared_349,openai/gpt-5.6-sol,static,no_cue,CWWC,1,349
shared_349,openai/gpt-5.6-sol,static,no_cue,CWWW,277,349
shared_349,openai/gpt-5.6-sol,static,no_cue,WCCC,33,349
shared_349,openai/gpt-5.6-sol,static,no_cue,WWWW,2,349
shared_349,openai/gpt-5.6-sol,static,researcher,CCCC,163,349
shared_349,openai/gpt-5.6-sol,static,researcher,CCCW,10,349
shared_349,openai/gpt-5.6-sol,static,researcher,CCWC,2,349
shared_349,openai/gpt-5.6-sol,static,researcher,CCWW,7,349
shared_349,openai/gpt-5.6-sol,static,researcher,CWCC,11,349
shared_349,openai/gpt-5.6-sol,static,researcher,CWCW,3,349
shared_349,openai/gpt-5.6-sol,static,researcher,CWWC,7,349
shared_349,openai/gpt-5.6-sol,static,researcher,CWWW,111,349
shared_349,openai/gpt-5.6-sol,static,researcher,WCCC,23,349
shared_349,openai/gpt-5.6-sol,static,researcher,WCCW,2,349
shared_349,openai/gpt-5.6-sol,static,researcher,WCWC,1,349
shared_349,openai/gpt-5.6-sol,static,researcher,WWCC,2,349
shared_349,openai/gpt-5.6-sol,static,researcher,WWWC,1,349
shared_349,openai/gpt-5.6-sol,static,researcher,WWWW,6,349
shared_349,openai/gpt-5.6-sol,adaptive,no_cue,CCCC,38,349
shared_349,openai/gpt-5.6-sol,adaptive,no_cue,CCCW,3,349
shared_349,openai/gpt-5.6-sol,adaptive,no_cue,CCWC,4,349
shared_349,openai/gpt-5.6-sol,adaptive,no_cue,CCWW,13,349
shared_349,openai/gpt-5.6-sol,adaptive,no_cue,CWCC,5,349
shared_349,openai/gpt-5.6-sol,adaptive,no_cue,CWCW,1,349
shared_349,openai/gpt-5.6-sol,adaptive,no_cue,CWWC,4,349
shared_349,openai/gpt-5.6-sol,adaptive,no_cue,CWWW,246,349
shared_349,openai/gpt-5.6-sol,adaptive,no_cue,WCCC,31,349
shared_349,openai/gpt-5.6-sol,adaptive,no_cue,WCWC,1,349
shared_349,openai/gpt-5.6-sol,adaptive,no_cue,WWCC,1,349
shared_349,openai/gpt-5.6-sol,adaptive,no_cue,WWWW,2,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,CCCC,208,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,CCCW,11,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,CCWC,5,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,CCWW,5,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,CWCC,7,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,CWCW,5,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,CWWC,13,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,CWWW,60,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,WCCC,15,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,WCCW,4,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,WCWC,1,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,WCWW,1,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,WWCC,1,349
shared_349,openai/gpt-5.6-sol,adaptive,researcher,WWWW,13,349
