item_id,article,respondent,environment,cross_border,territorial,destination_already_present,us_screen_flagged,followup_screen_flagged,summary_sha256,original_us_cohort,followup_cohort
001-148636,P1-1,Malta,,,,,False,False,53dfba77befb13464ecd8d681ff6192c0ae85b8b2d4fdc206d1168df093ef373,True,True
001-148642,6,Norway,,,,,False,False,4f166779fc7fbaca0b9b2c14c05cbe56ef90b4ffbfd94bb4ac99ac6e76148b3d,True,True
001-148659,5,the Republic of Moldova,,,,,False,False,1acac30cd58b43f9975b1981f72cbd99f2a7816fff961508c00a46e06cf7dab4,True,True
001-148673,6,the United Kingdom,,,,,False,False,18c1407701bc815cd6969607194d1477b7d44a9b0134aaf36e39e9f5aaaa0202,True,False
001-149201,P1-1,Hungary,,,,,False,False,29e30a125e08739e4346a5af7aa28603c1822ab735ef82c02c71c2e9b5e43152,True,True
001-150217,13,Romania,,border,,Turkey,True,True,37cccd4d7069cb812ae34396d9d2089287cc2d7cfc6e9af4dab46ffd733e2b48,True,True
001-150217,3,Romania,,border,,Turkey,True,True,37cccd4d7069cb812ae34396d9d2089287cc2d7cfc6e9af4dab46ffd733e2b48,True,True
001-150234,3,Latvia,,,,,False,False,508eee77699b4d21bd0f2c6c7772bf3912c91e9520e269d52185e467b08e337d,True,True
001-150239,P1-1,Serbia,,,,,False,False,e0f0f453ff6713bfa67312df6d7e95fe9409075ad0683d8d56798a5bb3682045,True,True
001-150653,3,Ukraine,,,,,False,False,465bf7f73451cd204c0719c101d70f208b92a198ebf36ac00a7d1b7097601427,False,False
001-150668,P7-4,Finland,,,,Russia,True,True,b09faff59e2d558a857e6039b492b976cd55c7962e78309b98465b16bffa8d43,True,True
001-150676,2,Croatia,River,,,,True,True,6735db04f07e2069cd4a1601064c0af654e67e3d372709ba1205cf353900fa46,True,True
001-150704,8,Austria,,,,,False,False,ed533d0b0f7f872e92acb21d4900b198bc648a746e2cea6ff8ebb3fc10ea2c62,True,True
001-150788,8,Slovenia,,,,,False,False,30dfa71ecd859ae280c21609de84a35d7d23410a1f9b547e4d2b44ca325ebb96,True,True
001-151000,P7-4,Finland,,,,,False,False,65be6117a8020e239f70b5a220be116f31f0c8b8fb8bce46e43fef52fc36d8ba,True,True
001-151051,7,Czechia,,,,,False,False,9f3ef5c650c7b14b4956fb22d3154eee562e852065a6a8bff640ba5e70c8b43c,True,True
001-152259,5,Croatia,,,,,False,False,a031cc7c42b2c0a22ded1d466f2b72a6b924bd55db557285a27cfcf66edb4de4,True,True
001-152597,2,Ukraine,,,,,False,False,e0e91eaa3cc649a4fce5c8d3d5a68a4c3896db691a489deb3c1aaa839759519c,False,False
001-152780,6,Montenegro,,,,,False,False,c0ceac9be873593d86219cf338b87debe193961aa21730b9af587dc87866c746,True,True
001-153349,3,Armenia,,,,,False,False,d4b01c5c1d7f7e74b42d45aafe749fb9b5b85da80174028c730d84149b4a9b79,True,True
001-153767,P1-1,the Republic of Moldova,,,,,False,False,65cbba44eaecc3dafec635349468a70fd3db0fe9a602266793847a4f17e62830,True,True
001-153770,2,Switzerland,,asylum; Expulsion; expulsion; Refugee; refugee; refugees,,Turkey,True,True,66c1b286cc9793f82823b9e18b2aee1548e14ae753dfe23d10d2c3e22530fe24,True,True
001-153906,38,Russia,,,Chechen,,True,True,27515dcb210f23dc8e6cb937dd6be4a82c90fabd41eed24fae9be0a79b1977cd,False,False
001-153910,6,Greece,,,,,False,False,3fa67e63929c5b1c519b480a26f2117f5583b497121f4f1940584ceb1f919654,True,True
001-153919,2,Romania,,,,,False,False,bbd65edb8299957ee0f84663ad57fa711b9c85d27ec2b3123190bf1af9cb5714,True,True
001-153960,6,Luxembourg,,extradition,,UK,True,True,a732bc44270c4839a355e029e59c0a8ff108cc382344742cf4f6485526301084,True,True
001-154149,3,Montenegro,,,,,False,False,0079002f66f1b73d339218b2e545d52d845ed7e420d690797bb62c9818bfedc6,True,True
001-154151,5,Slovakia,,,,Ukraine,True,True,799b8e3dbe0ecc221077a110e168bcde3eaa7599a6c36a34cd6feb374b3820e1,True,True
001-154344,6,Portugal,,,,,False,False,9f9412f24c43f594419ca9658a6b414f92d35f6003e4966246eded9da870a1ff,True,True
001-154347,13,Portugal,,expulsion,,,True,True,f0c8b21c32909ad5d648ccb5495160dd59b427317d86c23734ef002116f58656,True,True
001-154354,13,Portugal,,,,,False,False,1efd8e4bb99238859e1d2b88c7c670fadf9fd5ed221efb361604cfb886fc6b24,True,True
001-154354,6,Portugal,,,,,False,False,1efd8e4bb99238859e1d2b88c7c670fadf9fd5ed221efb361604cfb886fc6b24,True,True
001-154527,2,Ukraine,,,,,False,False,ff6383ba5a491360000a60cad0a85a47143237cfaeae4a2e36da7c03427b571b,False,False
001-155006,5,Slovakia,,Border; expelled; expulsion,,Russia; Ukraine,True,True,1fe9db8f8c92aa0a5c3aed52d37122f406bb76216f45b7b41790ec7b0c544a76,True,True
001-155082,6,Belgium,,,,,False,False,85e0bcf32efa8b5096c07f6edc185cb012d7c054cd856ef81ac498ea5766ce73,True,True
001-155102,6,Slovakia,,,,,False,False,6cf456cf501d3e8fdc2d600a60fb02fa10efc4d9820df26573861e70912f1d3c,True,True
001-155352,2,France,,,,,False,False,840c8d3de902d6e15b35c2dbe11309319cfadbf31603c5af04b2db2bcf764d56,True,True
001-155357,6,Romania,,,,,False,False,3bf631955a91904bd76ec8a36c5668da7c1e1d90be66f67d62c5f185b4e53401,True,True
001-155374,6,Slovakia,,,,,False,False,af2c194cd910d0821c00441c7e541856b107b37b656e0fb3db957725b55f9979,True,True
001-155819,8,San Marino,,,,,False,False,4eedb80428b9791f6d9c959ad0d34006ad4cd587d6499e6ea9e7572904fbac8d,True,True
001-155824,6,Liechtenstein,,,,,False,False,ef994dbebbb9231080cf3d2a869e1c1b40f219f7879c2b60931c25f75dc773bd,True,True
001-155827,6,Estonia,,,,,False,False,75f192163087b443c1340b9d126d4e7168095b8b8011903ff8d87905a925a01d,True,True
001-156069,6,Albania,,,,,False,False,914a10e6e361c64ca662b6e5699bf6d3bf9d9e7f9db370b77ffcd3fbc905c144,True,True
001-156073,34,Ukraine,,,,,False,False,177933780330cd21bf6f1b3feb1365956e23679115751568b966896633081a7f,False,False
001-156076,5,Slovakia,,,,,False,False,18eb1f73326c6cd11ac759c4fb2141238dbce87622cdb6a4412c9e9ce01be5f0,True,True
001-156080,13,Hungary,,,,,False,False,85c79690ed887a75cdb475efa923a726117a1bf23f844439941f4e2b740ad431,True,True
001-156080,6,Hungary,,,,,False,False,85c79690ed887a75cdb475efa923a726117a1bf23f844439941f4e2b740ad431,True,True
001-156243,2,Belgium,,asylum; border,,,True,True,e30dc0cffb154e7fe292541c80331e53976da5c52f45cddd218d47ee0b741537,True,True
001-156248,3,North Macedonia,,,,,False,False,34d07607c04d780796dd119824f776d01a1fdb954ba7f9380a6252f8f21307fe,True,True
001-156263,P4-4,Cyprus,,Asylum; asylum; deport; deportation; Deportation; deported; expulsion,,,True,True,c340c1d0c7c62fa57abb2b2556805a62f8f649cdb4faa47d72deb386e39e992d,True,True
001-156265,8,Italy,,,,,False,False,6f38917c547e0aad76a9675f1e262db7b315e69b1a7655888d8e54fd0bfd8000,True,True
001-156267,13,Latvia,,,,,False,False,a72c91f0cf3d9ab4870ec88de75edd64c28648a03c3c2730411fa6813f0bfeea,True,True
001-156272,10,Finland,,,,,False,False,a6d237a6920e289d0d01db3858b18d664ea866ad5e4bc09e292b1cf342904e90,True,True
001-156272,6,Finland,,,,,False,False,a6d237a6920e289d0d01db3858b18d664ea866ad5e4bc09e292b1cf342904e90,True,True
001-156274,P1-1,Serbia,,,,,False,False,e072837b0e87ff5198154b29b67ef2f64e94e20434cb203860c953b0bfe733f3,True,True
001-156275,5,Latvia,,Asylum; asylum; Border; border,,Russia,True,True,ab832f49319865f0f23d65b4520e574d44dcfb07ad563258c4b033d84143008b,True,True
001-156520,6,Liechtenstein,,,,,False,False,b75764bc825af749c4ba01918eddc492cd17ffd7a87e90b87a64c0e3cfa3c44a,True,True
001-157286,7,France,,,,,False,False,44e602604101649290668f32ca11b8fcde37dfec728d976c7ec96fe87b83c264,True,True
001-157538,6,Slovenia,,,,,False,False,42ba06ab1e2c3c3729cb489a7242afa227876be08622bba387b69f5af43f9fce,True,True
001-157670,3,Belgium,,,,,False,False,f0fa024550f94c4e6f238cd948089e626e19b8a156691ba8d0dd248bab580dd4,True,True
001-157761,3,Romania,,,,,False,False,3d94b7a2206a20d5d00dc885051af404021a9cf8c96caf70b0c213e169c4ad03,True,True
001-157967,34,Ukraine,toxic,,,,True,True,8676f1f30ea983c0908f8b30308c2f3e738eb1e81a81f2373b9efc583e70b75a,False,False
001-158037,6,Serbia,,,,,False,False,8736afd7bcf5af2265120acf4950d7567da583904e79c9cd6b5c4cd0c49b3ab5,True,True
001-158090,13,Cyprus,,refugee,,,True,True,05e85e5f3e00486abaf3f67fea8dfd81770255dd1c0f370ef5544af626d52b6b,True,True
001-158279,10,Finland,,,,,False,False,307b7b35ec924f97ba06102401afd41027bb51dd5ef3c66909416b14ac947a11,True,True
001-158472,3,Bulgaria,,,,,False,False,763b9a8e8feee2d609f474c075acdd31dfb5a7b4c6ce4442ed98122a2a95687c,True,True
001-158494,3,Russia,,,,,False,False,62eec2e91347d00efc07631cd2060d9406ba4c2e4b9eeedf244e952584baedd5,False,False
001-158504,14,Portugal,,Borders,,,True,True,8cbba6f958bf61a612c102ca7e4e025bfa6a3833705a92d9fa4e1818007adff7,True,True
001-158950,6,Spain,,,,,False,False,caf294fefc2f140b85c48d7e01c7828e94e1e5c9bdaa0d2a83d9f6e280940db7,True,True
001-159211,6,Norway,,,,,False,False,56e44bd20df6e80aba74a10be0d0be63fdab7cff3b4fdf063b26dd1fe1347e2c,True,True
001-159375,P1-3,Azerbaijan,,,,,False,False,a0bab2101bc09cd22dce42e06a1b794bc9138d882981a70e6eb00f5e2ca98f0d,True,True
001-159732,14,Switzerland,,,,US,True,False,95cc01d79c83c6deb72077477e23927e506a8bd10cd71434049c931e8c74f29e,True,True
001-159880,6,Serbia,,,,,False,False,53c92b9d7646daa8d2781b19d3a7889d0acaef30dc11eb4b35cbdf3761917899,True,True
001-159882,13,the Netherlands,,asylum; Refugee,,,True,True,f9219f0d93c597fdc5572173869936a7d3003f339f13942f2705946206564e92,True,True
001-159882,3,the Netherlands,,asylum; Refugee,,,True,True,f9219f0d93c597fdc5572173869936a7d3003f339f13942f2705946206564e92,True,True
001-159906,8,Romania,,,,,False,False,3500f44d96520efd48b3da1aadec39f18ccd3564a1303a9a1555d839bfb94da1,True,True
001-159915,6,Hungary,,,,,False,False,cec561d9852c735956e5651863609411df9492039ce0c5b7844646dddebd3031,True,True
001-160223,2,Russia,,,,,False,False,abd7088309e181af229e98949a5b6ae95e370f6f93f98ca3c86c53bd764b74ff,False,False
001-160270,10,Estonia,,,,,False,False,6f925ac1b42a528a46664cc6e7aa533a6bb819a079ed765037b26ac683a5025d,True,True
001-160619,13,Liechtenstein,,,,,False,False,44f34555140c8ad8637c812769c74d6d8c827af3e4bd41fc98b508dc611c02b2,True,True
001-160619,6,Liechtenstein,,,,,False,False,44f34555140c8ad8637c812769c74d6d8c827af3e4bd41fc98b508dc611c02b2,True,True
001-160800,4,Switzerland,,,,,False,False,3e59a5570ab1ba7aa26ad164407ff0e6391fcdb347de0da8d7e54458e003f270,True,True
001-161369,6,the Republic of Moldova,,,,UK,False,True,272a56ebfed8882d38f1e5289fd527458715cb65c639b2fed2911992473f7a75,True,True
001-161381,6,Spain,,,,,False,False,24c7504211f53f726c29692934ece226b6bf4166e143c1b879043ad75988406c,True,True
001-161527,14,Portugal,,,,,False,False,e593f920ac7159ddbd8b8b29354ba059e9cf13bbd0f390e0e57242d4f453c675,True,True
001-161738,6,the United Kingdom,,extradited,,,True,True,0c4eb3244cbd22d6fa1532f37d6047a262ac25ee054a026ff2d60062142d108e,True,False
001-161809,6,Albania,,,,,False,False,4905e061374f9af1896624a14e03ee7f16289baa0616c8c6c817333e29496e99,True,True
001-161809,P1-1,Albania,,,,,False,False,4905e061374f9af1896624a14e03ee7f16289baa0616c8c6c817333e29496e99,True,True
001-161975,2,the United Kingdom,,,,,False,False,352092fc214b1d69e6f31b82a1dc69acfe98d6a57fc166ff7ecffe9264996ff5,True,False
001-162114,13,Albania,,,,US,True,False,fa64d57786022129c037c41fb04eefdcefe2a88e3b71af608636ac5bc601c3dc,True,True
001-162179,13,Portugal,,,,,False,False,e04ea2ac84444996447c71000d41c2c9ca1c23328a61d4ca4a262156bc3aeab4,True,True
001-162214,3,Latvia,,,,,False,False,698b780614ff6d7a3e62fa95b71eb76b2ecdd11b51a7b7827f92e09d9393a4bf,True,True
001-162217,P1-1,North Macedonia,,,,,False,False,cc9c89ec8cbf550116654972259291b61b17bd4af8136c11c77a58bb1c0feebf,True,True
001-162424,3,Malta,,Asylum; asylum; Refugee,,,True,True,35c4b800b96b429c6b39f2fb1d5f84781908887173b0e7fac7d81c69462bcf32,True,True
001-162864,8,Austria,,,,,False,False,01c6b6ab270929f9833457051068ce63b0bf1b6e396398832d63605e42b01851,True,True
001-163054,2,Ukraine,,,,,False,False,8f9f9a64b931721a06ab5e3b36c7f461a0388e3e1e43f81f9f8f820b81c6a62f,False,False
001-163331,P1-1,Albania,,,,,False,False,28ef3295f9fc8e7926f15f709665b4551f60773d06cf82793f8577864cdac1e4,True,True
001-163356,P1-1,Germany,,,,,False,False,711d2bd415cee110223c8209c9bf5da14aeb27936480744eecf4c6b94aa29165,True,True
001-163358,5,Germany,,,,,False,False,1e4189602d620e5c84d1964725c3833fcf0e13cf0f466d089210e02d96121b0a,True,True
001-163438,6,Bulgaria,,,,,False,False,a25a1bd27d9bcc28d90b1163237496a2f9f133db72b7a32221b72369e8efd083,True,True
001-163451,3,the Netherlands,,asylum,,,True,True,906fd51b3b1da3b2dabd5b50e3dd2b179bcba79705d141c64bb09d7cb50e41bd,True,True
001-163662,3,Poland,,,,Russia,True,True,5e4317536e2213f6681931897e2ecd013c9b8cc615643e89c238e4923ff4aa10,True,True
001-163799,6,Georgia,,,,,False,False,85fda9f98572723b053428f1d2b5b08cd25b0164ed0f6d3401f20f3313b3cd06,True,True
001-163822,10,Portugal,,,,,False,False,b086846dd9b04360c59b19e1b3606721e9bb88e6586824950fb98179526e9d0b,True,True
001-163909,3,Ukraine,,,,,False,False,0b4c0ddcf3f3b1dea606052aaf5341b6b3dee77b1e0eaffaf54890974f786b8a,False,False
001-163911,34,Ukraine,,,,,False,False,0da92a3573be8892d98be81fde12c41c8196a31f4685dab2f9fc97aab0fab081,False,False
001-164434,5,the Netherlands,,,,,False,False,9a4360db949c638a837795613b6edfec398368ca959ab4ff09c66a256b66995d,True,True
001-164454,P1-1,Slovakia,,,,,False,False,3b7067eafa00b0480efe545cad1e45c9ea9a101c8362ffee053ab840dd98470d,True,True
001-164470,6,Switzerland,,asylum,,UK,True,True,5d0647ce65eb375f48fdf5cc885df6256a44761b11fa3cf1fbf19402be3c5025,True,True
001-164515,6,Switzerland,,,,,False,False,deb506838858bf464897c209713d92b4555418853ba7c326631cf086763c98bb,True,True
001-164682,5,Lithuania,,,,,False,False,526d80a45194e920fe6c284bd10535f530639adcb42b233c8409604b2bd042d3,True,True
001-164917,8,Romania,,expelled,,,True,True,ee7797e047016aea4203a0564c6297f5393cfb031934d4228ee2738b7612a0e5,True,True
001-164920,P1-1,Serbia,,,,,False,False,aba7a9477a8ba9a942c79b4322d61dcb53c26dd676aca0ee08d37f495d866005,True,True
001-165230,3,Slovakia,,,,,False,False,e759ec4c3df7821fb4ffbb1b32a7d69ee94ee2e094cf100100d340b6e086828e,True,True
001-165250,7,Ukraine,,extradition,,Russia,True,True,5237aa9c0ed877ae6911f22a3de5410458f304a86cac346266ec817fed181881,False,False
001-165750,2,Ukraine,,,,,False,False,6a6624c373066a10b0d800ee3348840576e673b510aed748c59f9a5e3090c1ba,False,False
001-165755,2,Ukraine,,,,,False,False,52b21fcd4f6238980267563e20533c3ae543452bec249de3adb96186eac8d11a,False,False
001-165758,3,Germany,,,,,False,False,679d8821a596e4534591685834042c541e64e253ca6d14877d95bd2823310c2a,True,True
001-165951,3,Estonia,,,,,False,False,334eb46101ee1cbd461cd8968a8e52d08ec977373ada111f6a3ee22471fcf447,False,False
001-166689,6,Germany,,,,,False,False,1c23c25a655225d9c9bbca878d8e67656cf43272212d117828f229a73d27e4e7,True,True
001-166950,8,Germany,,,,,False,False,c3f26182b1b66bc34cb48ae71d52ae8909cfa31fb8f30b10ac37d54730c3d21a,True,True
001-166954,2,Ukraine,,,,,False,False,e052a5fc576af6ee918e9fb4979dc3cccb3032b4b7674a04d2cd22b272736a45,False,False
001-167110,34,Spain,,,,,False,False,79d199a007e9ab69eac2f5cabd0c586b491de9f789389896ec757a81db85a0a3,True,True
001-167490,6,Switzerland,,,,,False,False,751eff35e5f7106039ef03964ce6580504d986f5410de4f9c3c9f776161c76ec,True,True
001-167797,8,the Republic of Moldova,contamination,,,,True,True,933c23624d5a25ee2cd16b08a0f466eb45ee052b56dd71ca82fa60cef3aeb6be,True,True
001-167806,13,Greece,,Asylum; asylum; expulsion; extradition,,Turkey,True,True,9b5c2b3b731b6c0d134460022813febc0a1848c872784d1c424b9ca2e1136fa4,True,True
001-168377,8,Switzerland,,asylum,,,True,True,499b9c68f2fec4f3652e220eb3c7baae3d7f6fb6c72d64a7066ca5aed7af8c84,True,True
001-168380,6,Serbia,,,,,False,False,645936cf7b5133d17b107e4f6c3a39c0c03b5df361d686da0a4f28f25592d073,True,True
001-168382,6,Lithuania,,,,,False,False,28bc23b0e60d6a0f9d97fb7c0a5fb6ac0dee0251c81705c21662d06392ec5631,True,True
001-168816,5,France,,,,,False,False,a0c91f00f86cd993ebb2491610fc9225c654c2074e49622992091049e45a6b4e,True,True
001-168853,3,the Republic of Moldova,,,,,False,False,aaa8367a012d8b204984192c106e783e4d6bd39e60fc236453f9f87313338e87,True,True
001-168860,6,Armenia,,,,,False,False,52c4c782d44ae8067f19349f9e0b145770ec2a82b893ef9719d6cda15d93d2e7,True,True
001-168864,2,Ukraine,,,,,False,False,36796bbc88851d1672171673ba880dea0b010cb974fea800529f93bc1cbbe3c5,False,False
001-169210,34,Ukraine,,,,,False,False,99ac7436b91de2f596154e5186e2617e0c29a6bb4151aa04ae838e1a67878228,False,False
001-169520,6,Czechia,,,,,False,False,2bc698dbd55930c4d020694187ffa05b387c8d0182a0d00394867aa07b16b47e,True,True
001-169521,5,Latvia,,,,,False,False,db79748eb8c65166c997373c5be8aa0745aa9bac9ed95ff1a3e716a16f4bad67,True,True
001-169654,13,Sweden,,,,,False,False,70cf164cd003e35484e9cb134f5bb0c5b5a2f5e4dc67a4179deeeabd7cbff51a,True,True
001-169662,3,Belgium,,asylum; deportation,,,True,True,cc4c89465e7f41cabbdcc144a1756d860ac93f7950c8c6ce1576c873a4b6b376,True,True
001-169957,6,Norway,,,,,False,False,54d49f76f45373c4a7411ed2e0efac078db84e8847f7af97fa9fe70af3d1e0e0,True,True
001-169957,8,Norway,,,,,False,False,54d49f76f45373c4a7411ed2e0efac078db84e8847f7af97fa9fe70af3d1e0e0,True,True
001-170040,P1-1,Serbia,,,,,False,False,d949f8b7435014e5754a20a411f575d98db334cd79f73bec7d9a024a41a02804,True,True
001-170050,8,Switzerland,,expulsion,,,True,True,a52bee824ca546f5cfd302224ba469c03517ad28d46834069db1f2f4fb194cfa,True,True
001-170349,9,Georgia,River,,,,True,True,09623976c4dfed70affa9ca5a3de706d2bd0b7d6005250ce5fe0c7ad8356b2ab,True,True
001-170361,P1-1,Bulgaria,,,,,False,False,79772a833e0bcc28e37ca888b44469a7f71cd25893da5000fa8a9a41f20e27ea,True,True
001-170451,P1-1,Serbia,,,,,False,False,35e07739f89f50f458458da3242fd6cfe60dd3c5b9f247154821d4ffd6033c61,True,True
001-170456,7,Slovenia,,,,,False,False,cbce8ad6d1b5c44455b7ad0cb4a233f912d72a8175e907136700cb2f5abe7649,True,True
001-170467,3,Switzerland,,asylum; deportation; deportations; deported; expulsions; refugee,,,True,True,4f6cd97171c527114c868f2e4581b84160df27f557a8b620aff618074d7b80b1,True,True
001-170648,34,Ukraine,,,,,False,False,43f6c205068f38f7c09d0637a99976c3f165b8fc50a92802d48931bd49ba3e8c,False,False
001-171486,6,Azerbaijan,,,,,False,False,ba3a1caddc76a66ae4b34447f673ef064e2b91cddc68e1ac7bd2456e708342b8,True,True
001-171489,11,Azerbaijan,,,,,False,False,69eadc2ef6d708343c4bfbd7168bf38b8e10c455a15600c3f336e8fca25a30f6,True,True
001-171507,34,the United Kingdom,,asylum; deport; deportation,,,True,True,9aa402996e505bff94fa8d7f5997d11778cd2e1007e7d0fe9746fc5306fcd4ae,True,False
001-171994,3,Italy,,,,,False,False,a011dc6a7560fedddca2976c36e9ddd9b5584b22a2617c198b7115147b0945c3,True,True
001-172091,13,Hungary,,asylum; border; expulsion,,,True,True,40c85f332e17899d5a64330e0de4648c5c250696756486522b00fb5640af5b57,True,True
001-172100,8,Poland,,,,,False,False,ef2c8cf79a6a42f5748acd7bcce3dd5669ff9f2de256757676c4f5b6c2d1a570,True,True
001-172317,6,Türkiye,,,,,False,False,9e6ba90388b73bc67b164fc452d9a480d993a30181ff880971a250e0d7784664,True,False
001-172459,3,Cyprus,,asylum; Deportation; deportation; deported,,,True,True,afb7719e41292f476ad207b82b88db89f82a68c630f21132bcf0624ed9b19b36,True,True
001-172460,2,Cyprus,,Extradition; extradition,Northern Cyprus,Turkey,True,True,50f67dcaa5464b4aca4b8d85870c145c18377474a7d9eff364f392f74052d780,True,True
001-172463,6,Serbia,,,,,False,False,da6425a7dd3a6d086640f03b817774b92e58e76653c7438b5910460b24d32b43,True,True
001-172656,3,Lithuania,,,,,False,False,d472c22ea0cea89ecc1f142af7afacf9d2ac3cf4d685e207445234dc7c72bf84,True,True
001-172665,3,San Marino,,,,,False,False,1ca422bc1ab6e288491bf1bd8a099d8c552a020f5b2798f47d14ff40f15508e4,True,True
001-172665,5,San Marino,,,,,False,False,1ca422bc1ab6e288491bf1bd8a099d8c552a020f5b2798f47d14ff40f15508e4,True,True
001-172855,3,Greece,,,,,False,False,17ea1c6e339d552f173dc6c6ee1a483f5d981348f27cc35f2a092dc3f316bbac,True,True
001-173089,6,Armenia,,,,,False,False,94d32a5ef308323d514cecd4a0fd1b8a56f51bbef5a9fbf6b2d4d5f5cd968704,True,True
001-173091,8,Germany,,,,,False,False,6737e0ff4002c9141f2a101a1e3666af95b954881d89412dc454482dfbdc7d81,True,True
001-173103,8,Austria,,Asylum; asylum; expel; expelled; expulsion,,,True,True,ae5b4a1fd05fd2d28bc34b81b7e9768e98bedece6d7e2eeaa3ddc6bc810643ac,True,True
001-173369,10,Iceland,,,,,False,False,64e0217a32bc6fba241a873c508ab2642dbd53cde123532983dec219c9cd34e0,True,True
001-173498,P7-4,Iceland,,,,Russia,True,True,47d9ddda7897fede0aa93ae2bdf633e899fa975f5473162cc5b82a3aaf875a41,True,True
001-173624,6,Croatia,,,,,False,False,cda50eafecd742e9f3c22e04caa05c25bb9c4e1cbfd6703803dcb9890b02720c,True,True
001-173802,34,the Republic of Moldova,,,,US; Russia,True,True,ee20b7b751715a37d5dc4777ca819dba995489af3983262c78b2a586ab57882f,True,True
001-174119,6,Belgium,,,,,False,False,d8a653902c48474335bbc8bad2ecfac1670867881dd7951cfd2f5c98df2ce19f,True,True
001-174386,6,Montenegro,,,,,False,False,05abb396c3f37f65699353acb78925fbcdadf5509004378c366e40f6eef6be82,True,True
001-174389,6,Montenegro,,,,,False,False,942ed58556685f99053b6f404ce49440e108f53cb36c2ddd8b2c754a706f8e9f,True,True
001-174404,10,Iceland,fishing; Fishing,,,,True,True,16e5aa2f669709c2a229916523d12546b97fd02c6eb39144bae9f18adc9aae96,True,True
001-174413,P1-1,North Macedonia,Lakes; lakeshore,,,,True,True,2eeba9c3cac95c4909d972794cbf2b54533cf2ff07c5c5f570f899beede6b982,True,True
001-174414,6,North Macedonia,,,,,False,False,d63875b483a297c24146d4389f1fe55fa15cdb08d7bb08d802385260a4a48e08,True,True
001-174419,10,Ireland,,,,,False,False,8cd296a2632a1e99448c6349852afb6ac8860f3fb9a164daa05c3396c860af8c,True,True
001-174424,3,Switzerland,,asylum; expulsion; refugee,,,True,True,9b40f174eae4c82e550e6b128640e18f1386b2205668dc1d4442f656bc0367ad,True,True
001-174814,6,North Macedonia,,,,,False,False,39db84cea3e47c1ec36dc4632695858db13123688bf9d7533a078060a51f677f,True,True
001-174965,2,Croatia,,,,,False,False,673968f6b3d77b266d80138d7c0a548448a08a090736f1362cf3975d9506ae10,True,True
001-174997,13,Portugal,,,,,False,False,df0059582b1fa71240e7ecb687d59fdb6e13e9a5c9654b5b0cefec250af54f20,True,True
001-175121,10,Finland,,,,,False,False,113a9b72057903d31a1c1c148f3d4c135246a3b9cba0763a6bee8d3883b74e19,True,True
001-175155,6,Latvia,,,,,False,False,7ad0c8572f4ea1e17ad30bbdc0b209f60409e44d9fcef7233f069561994b970d,True,True
001-175645,5,Slovakia,,,,,False,False,3b2077980fc49bfa53f2e130393c8dbbd45b4c2f1508f0ed067b939ccda2a263,True,True
001-175646,6,Portugal,,,,,False,False,63e6d48bcc5f0a553ee4d025e55d8298d398d2d436ae84ff77b1fd4b13a911af,True,True
001-175658,6,Slovakia,,,,,False,False,bc1f5393aa5678b066288397b666bb01364745e63670e89464bf0138cada2885,True,True
001-175667,6,the Netherlands,,,,,False,False,386b7fc9abac9e83cab0a0f810265642ca7e66a772f828713ae0988457b746d3,True,True
001-176765,6,Montenegro,,,,,False,False,a85311711c7560577dff3819a7f87a7c539c36969f7ba16e5924ccf15ad3f5bb,True,True
001-176838,5,Germany,,,,Turkey,False,True,0e237ded141901fecb710ba2e91985590751c73ad130b99ff9a5c0daa3e65cae,True,True
001-176964,6,Austria,,,,,False,False,c8d7ce0eccc50f34c8e2918f99ddb210354501533a51bc6723fc1477885b6fcc,True,True
001-176969,6,Croatia,,,,,False,False,1f4024eb31c7686da88e6040bc55687066b649776ee18732af0b3d8542f80405,True,True
001-177080,8,Norway,,,,,False,False,f9f3c0060162669b65d1d7d636983bcb27113c3f55cdd07489deb6a21d7602be,True,True
001-177118,13,Slovenia,,,,,False,False,96551b52bbdacdeef234d6475aaede70a277aeac2594074ce7fc9c831bd33203,True,True
001-177124,6,Azerbaijan,,,,,False,False,d7bad619a51e49f8538e4140aeca9c60a4b00b2d120317442840214debb3f150,True,True
001-177228,8,Ukraine,,,,US,True,False,c326d630455b04018d1deb3473e8b3f83120898e257fba57124a1d2d81728f66,False,False
001-177349,10,Norway,,,,,False,False,8d8e00bb4378998bffc9ead8eab7ddda0891396fd4f1d2a6f82ebb4027384a50,True,True
001-177650,3,the Republic of Moldova,,,,Russia,True,True,e86bba0929e20407a91eba180b88f7674c4f2b93004fd87e6f8aa7abf7944833,True,True
001-178182,6,Ireland,,,,UK,False,True,92c279118d8296c3c4f3df2e95ccf26124c286436b3e6769c0d34b635ae9acb3,True,True
001-178352,6,Estonia,,,,,False,False,97c5e49c3e6f082b3b2d461921cae180c973384cbc097b8e9ac561fa9c62989d,True,True
001-178362,8,Iceland,,,,,False,False,8e774a412f5f617fa889d6ae47b7a9e1ab9506f18b8f0e068fef4bc9e4de981f,True,True
001-178372,6,Latvia,,,,,False,False,42e3fed6bc393813c651295efee6bceed2b1ff5a8a8369cf40dc25f70eefd3cf,True,True
001-178700,6,Iceland,,,,,False,False,f7b7145b6fb534085de4472ff6445e39b70d27b39d8bf8d87fd615673bc377b4,True,True
001-178701,10,Austria,,,,,False,False,012f753f997871cdad5e84e213479d3c2bc40a74f2a5c7ddf84e222d99a2da13,True,True
