item_id,article,respondent,substituted_UK,substituted_Russia,substituted_Ukraine,common
001-213529,6,Norway,True,True,True,True
001-213706,13,the Republic of Moldova,True,True,True,True
001-213706,P4-2,the Republic of Moldova,True,True,True,True
001-213730,5,Hungary,True,True,True,True
001-213788,10,Azerbaijan,True,True,True,True
001-213796,13,Malta,True,True,True,True
001-213853,6,Slovakia,True,True,True,True
001-213901,6,Lithuania,True,True,True,True
001-214012,8,Croatia,True,True,True,True
001-214047,3,Romania,True,True,True,True
001-214048,3,Romania,True,True,True,True
001-214780,2,Ukraine,True,True,False,False
001-215132,13,Malta,True,True,True,True
001-215132,P1-1,Malta,True,True,True,True
001-215166,6,Spain,True,True,True,True
001-215170,3,Lithuania,True,True,True,True
001-215176,8,Norway,True,True,True,True
001-215177,8,Norway,True,True,True,True
001-215350,8,Ukraine,True,True,False,False
001-215708,6,Czechia,True,True,True,True
001-215716,14,Georgia,True,True,True,True
001-215735,6,Montenegro,True,True,True,True
001-215898,13,Ukraine,True,True,False,False
001-215913,6,Armenia,True,True,True,True
001-216184,6,Iceland,True,True,True,True
001-216193,P1-1,Türkiye,True,True,True,True
001-216196,P1-1,Czechia,True,True,True,True
001-216348,8,Norway,True,True,True,True
001-216349,P1-1,North Macedonia,True,True,True,True
001-216352,5,the Republic of Moldova,True,True,True,True
001-216454,8,Lithuania,True,True,True,True
001-216463,11,Switzerland,True,True,True,True
001-216464,14,Estonia,True,True,True,True
001-216535,6,Hungary,True,True,True,True
001-216686,6,Georgia,True,True,True,True
001-216720,5,Hungary,True,True,True,True
001-217039,10,Denmark,True,True,True,True
001-217415,P1-1,Bosnia and Herzegovina,True,True,True,True
001-217436,14,Iceland,True,True,True,True
001-217605,6,Cyprus,True,True,True,True
001-218022,8,Norway,True,True,True,True
001-218074,P7-4,Greece,True,True,True,True
001-218131,P1-1,Slovenia,True,True,True,True
001-218132,8,Croatia,True,True,True,True
001-218941,14,Ireland,True,True,True,True
001-219068,2,Slovakia,True,True,True,True
001-219194,10,Ukraine,True,True,False,False
001-219220,6,Georgia,True,True,True,True
001-219226,8,France,True,True,True,True
001-219293,13,Ukraine,True,True,False,False
001-219309,P1-1,Ukraine,True,True,False,False
001-219490,34,Ukraine,True,True,False,False
001-219493,3,Ukraine,True,True,False,False
001-219500,3,Croatia,True,True,True,True
001-219506,5,Ukraine,True,True,False,False
001-219556,6,the Netherlands,True,True,True,True
001-219641,P1-1,the Republic of Moldova,True,True,True,True
001-219684,8,Russia,True,False,True,False
001-219944,6,San Marino,True,True,True,True
001-219946,6,Slovenia,True,True,True,True
001-219984,14,Spain,True,True,True,True
001-219988,2,Belgium,True,True,True,True
001-220010,P1-1,Ukraine,True,True,False,False
001-220013,14,Sweden,True,True,True,True
001-220164,6,Bosnia and Herzegovina,True,True,True,True
001-220415,6,Belgium,True,True,True,True
001-220537,8,Malta,True,True,True,True
001-220556,5,Russia,True,False,True,False
001-220665,6,Spain,True,True,True,True
001-220712,2,Armenia,True,True,True,True
001-220866,10,Lithuania,True,True,True,True
001-220885,8,Iceland,True,True,True,True
001-220887,6,Spain,True,True,True,True
001-220890,9,Ukraine,True,True,False,False
001-221266,8,Czechia,True,True,True,True
001-221480,6,the Republic of Moldova,True,True,True,True
001-221503,14,North Macedonia,True,True,True,True
001-221637,6,San Marino,True,True,True,True
001-221637,P1-1,San Marino,True,True,True,True
001-222134,P1-1,Bulgaria,True,True,True,True
001-222138,8,Ukraine,True,True,False,False
001-222312,10,Germany,True,True,True,True
001-222775,6,Greece,True,True,True,True
001-222790,6,Czechia,True,True,True,True
001-222894,P1-1,Italy,True,True,True,True
001-222898,5,Georgia,True,True,True,True
001-222915,P1-1,Slovakia,True,True,True,True
001-222917,5,Ukraine,True,True,False,False
001-222920,3,Ukraine,True,True,False,False
001-223027,8,France,True,True,True,True
001-223259,10,Luxembourg,True,True,True,True
001-223278,P1-1,Bulgaria,True,True,True,True
001-223284,P1-1,Azerbaijan,True,True,True,True
001-223361,3,Russia,True,False,True,False
001-223361,5,Russia,True,False,True,False
001-223361,6,Russia,True,False,True,False
001-223379,8,Ukraine,True,True,False,False
001-223380,8,Ireland,True,True,True,True
001-223435,6,Greece,True,True,True,True
001-223716,P4-4,Italy,True,True,True,True
001-224091,8,Latvia,True,True,True,True
001-224365,2,Armenia,True,True,True,True
001-224366,8,Azerbaijan,True,True,True,True
001-224505,6,Germany,True,True,True,True
001-224554,7,Croatia,True,True,True,True
001-224576,6,Russia,True,False,True,False
001-224580,P1-1,San Marino,True,True,True,True
001-224581,3,Ukraine,True,True,False,False
001-224732,8,the Netherlands,True,True,True,True
001-224734,8,the Netherlands,True,True,True,True
001-224776,13,Cyprus,True,True,True,True
001-224776,6,Cyprus,True,True,True,True
001-224963,8,Croatia,True,True,True,True
001-225318,6,Albania,True,True,True,True
001-225329,14,Ireland,True,True,True,True
001-225652,8,Switzerland,True,True,True,True
001-225678,6,Ukraine,True,True,False,False
001-225772,6,Ukraine,True,True,False,False
001-225807,34,Azerbaijan,True,True,True,True
001-225900,13,Ukraine,True,True,False,False
001-226011,14,Switzerland,True,True,True,True
001-226093,6,Belgium,True,True,True,True
001-226195,8,Denmark,True,True,True,True
001-226474,P1-1,Malta,True,True,True,True
001-227718,6,Türkiye,True,True,True,True
001-227719,3,Denmark,True,True,True,True
001-227753,13,Ukraine,True,True,False,False
001-228118,13,Armenia,True,True,True,True
001-228151,3,the Republic of Moldova,True,True,True,True
001-228155,8,Italy,True,True,True,True
001-228167,5,Italy,True,True,True,True
001-228357,3,the Netherlands,True,True,True,True
001-228530,10,Germany,True,True,True,True
001-228673,5,Russia,True,False,True,False
001-228683,3,Ukraine,True,True,False,False
001-228840,P1-1,Italy,True,True,True,True
001-228857,13,Malta,True,True,True,True
001-228861,P1-1,Malta,True,True,True,True
001-228992,5,Italy,True,True,True,True
001-229125,5,Greece,True,True,True,True
001-229134,3,Estonia,True,True,True,True
001-229134,8,Estonia,True,True,True,True
001-229141,5,Ukraine,True,True,False,False
001-229325,2,Czechia,True,True,True,True
001-229601,5,Russia,True,False,True,False
001-229601,6,Russia,True,False,True,False
001-229726,11,Germany,True,True,True,True
001-229927,34,Ukraine,True,True,False,False
001-229927,38,Ukraine,True,True,False,False
001-230260,P1-1,Malta,True,True,True,True
001-230271,3,Greece,True,True,True,True
001-230281,6,Italy,True,True,True,True
001-230627,P1-1,Lithuania,True,True,True,True
001-230725,6,Poland,True,True,True,True
001-230729,6,Poland,True,True,True,True
001-230739,13,Poland,True,True,True,True
001-230878,P1-1,Ukraine,True,True,False,False
001-231078,34,the Republic of Moldova,True,True,True,True
001-231078,P1-1,Russia,True,False,True,False
001-231088,P1-1,Montenegro,True,True,True,True
001-231227,9,Belgium,True,True,True,True
001-231331,14,Switzerland,True,True,True,True
001-231333,P1-1,Albania,True,True,True,True
001-231871,5,Russia,True,False,True,False
001-233111,P1-3,Iceland,True,True,True,True
001-233206,6,Switzerland,True,True,True,True
001-233213,5,the Netherlands,True,True,True,True
001-233215,6,Lithuania,True,True,True,True
001-233231,6,Portugal,True,True,True,True
001-233236,6,Russia,True,False,True,False
001-233378,10,Portugal,True,True,True,True
001-233381,P1-1,Italy,True,True,True,True
001-233409,3,Georgia,True,True,True,True
001-233412,3,Georgia,True,True,True,True
001-233495,3,Sweden,True,True,True,True
001-233652,6,Italy,True,True,True,True
001-233686,8,Czechia,True,True,True,True
001-233761,6,Georgia,True,True,True,True
001-233937,P4-2,France,True,True,True,True
001-234008,3,Latvia,True,True,True,True
001-234129,2,Croatia,True,True,True,True
001-234259,3,Armenia,True,True,True,True
001-234516,5,Cyprus,True,True,True,True
001-234522,2,Georgia,True,True,True,True
001-234604,6,Albania,True,True,True,True
001-235034,6,Albania,True,True,True,True
001-235346,6,the Netherlands,True,True,True,True
001-235470,10,Austria,True,True,True,True
001-235475,8,San Marino,True,True,True,True
001-235491,5,Azerbaijan,True,True,True,True
001-235491,8,Azerbaijan,True,True,True,True
001-235692,8,Slovakia,True,True,True,True
001-235896,P1-1,San Marino,True,True,True,True
001-236132,6,the Republic of Moldova,True,True,True,True
001-236140,8,Finland,True,True,True,True
001-236179,8,Cyprus,True,True,True,True
001-237290,3,Greece,True,True,True,True
001-237290,5,Greece,True,True,True,True
001-237294,3,Denmark,True,True,True,True
001-237435,6,Croatia,True,True,True,True
001-237438,3,Malta,True,True,True,True
001-237504,6,Azerbaijan,True,True,True,True
001-237797,6,North Macedonia,True,True,True,True
001-237808,P1-1,Czechia,True,True,True,True
001-237811,14,Georgia,True,True,True,True
001-237954,8,Denmark,True,True,True,True
001-237959,8,Denmark,True,True,True,True
001-237960,P1-1,Italy,True,True,True,True
001-238009,6,Serbia,True,True,True,True
001-238072,6,Cyprus,True,True,True,True
001-238269,3,Türkiye,True,True,True,True
001-238270,8,Greece,True,True,True,True
001-238515,6,Georgia,True,True,True,True
001-238515,P1-1,Russia,True,False,True,False
001-238658,13,Armenia,True,True,True,True
001-238658,2,Armenia,True,True,True,True
001-238661,6,San Marino,True,True,True,True
001-238788,6,Albania,True,True,True,True
001-238800,P1-1,Ukraine,True,True,False,False
001-238839,5,Russia,True,False,True,False
001-238843,P1-1,Italy,True,True,True,True
001-240184,6,Iceland,True,True,True,True
001-240242,5,Greece,True,True,True,True
001-241743,8,Czechia,True,True,True,True
001-241871,8,Bulgaria,True,True,True,True
001-241978,6,the United Kingdom,False,True,True,False
001-241986,4,the Republic of Moldova,True,True,True,True
001-242058,3,Hungary,True,True,True,True
001-242059,P1-1,Croatia,True,True,True,True
001-242073,13,Portugal,True,True,True,True
001-242521,13,the Netherlands,True,True,True,True
001-242534,6,Austria,True,True,True,True
001-242757,P1-1,Azerbaijan,True,True,True,True
001-242762,6,Albania,True,True,True,True
001-242768,6,France,True,True,True,True
001-242788,8,Poland,True,True,True,True
001-242855,P1-1,Azerbaijan,True,True,True,True
001-242857,6,Serbia,True,True,True,True
001-243081,P1-1,Croatia,True,True,True,True
001-243363,6,Serbia,True,True,True,True
001-243553,P1-1,Türkiye,True,True,True,True
001-243562,14,Iceland,True,True,True,True
001-243781,P1-1,Bosnia and Herzegovina,True,True,True,True
001-243782,8,North Macedonia,True,True,True,True
001-243878,8,the United Kingdom,False,True,True,False
001-243885,14,Cyprus,True,True,True,True
001-243885,3,Cyprus,True,True,True,True
001-243887,10,Cyprus,True,True,True,True
001-243997,10,Ukraine,True,True,False,False
001-244000,8,Italy,True,True,True,True
001-244020,6,Türkiye,True,True,True,True
001-244588,P7-2,Greece,True,True,True,True
001-244592,9,Lithuania,True,True,True,True
001-244593,14,Iceland,True,True,True,True
001-244593,3,Iceland,True,True,True,True
001-244594,13,Greece,True,True,True,True
001-244594,6,Greece,True,True,True,True
001-244728,10,Ukraine,True,True,False,False
001-244851,P1-3,the United Kingdom,False,True,True,False
001-244894,P1-1,Bulgaria,True,True,True,True
001-245104,P1-3,Cyprus,True,True,True,True
001-245246,6,Greece,True,True,True,True
001-245279,P1-1,Spain,True,True,True,True
001-245390,8,Spain,True,True,True,True
001-245444,8,Italy,True,True,True,True
001-245447,8,Russia,True,False,True,False
001-245460,13,Greece,True,True,True,True
001-245460,6,Greece,True,True,True,True
001-245463,13,Greece,True,True,True,True
001-245684,8,Estonia,True,True,True,True
001-245686,3,Georgia,True,True,True,True
001-245690,6,Armenia,True,True,True,True
001-245701,8,Czechia,True,True,True,True
001-245708,6,Serbia,True,True,True,True
001-245810,P1-1,Cyprus,True,True,True,True
001-245821,5,Türkiye,True,True,True,True
001-245886,5,Russia,True,False,True,False
001-246017,6,Albania,True,True,True,True
001-246024,P1-1,Ukraine,True,True,False,False
001-247556,10,Hungary,True,True,True,True
001-247564,13,Czechia,True,True,True,True
001-247564,8,Czechia,True,True,True,True
001-247651,13,Ukraine,True,True,False,False
001-247822,6,Azerbaijan,True,True,True,True
001-247827,14,Iceland,True,True,True,True
001-247827,3,Iceland,True,True,True,True
001-247833,8,Iceland,True,True,True,True
001-247909,8,Ukraine,True,True,False,False
001-247913,3,Greece,True,True,True,True
001-247917,6,Türkiye,True,True,True,True
001-248128,2,Ukraine,True,True,False,False
001-248167,13,Ukraine,True,True,False,False
001-248198,8,Estonia,True,True,True,True
001-248201,P1-1,the Republic of Moldova,True,True,True,True
001-248220,3,Ukraine,True,True,False,False
001-248392,6,Greece,True,True,True,True
001-248395,6,Ukraine,True,True,False,False
001-248396,2,Ukraine,True,True,False,False
001-248397,2,Ukraine,True,True,False,False
001-248592,3,Serbia,True,True,True,True
001-248594,10,Russia,True,False,True,False
001-248594,3,Russia,True,False,True,False
001-248598,8,San Marino,True,True,True,True
001-248636,P12-1,Bosnia and Herzegovina,True,True,True,True
001-248682,5,Armenia,True,True,True,True
001-248687,6,Ukraine,True,True,False,False
001-248854,8,Ukraine,True,True,False,False
001-248953,11,Ukraine,True,True,False,False
001-248957,P1-1,Ukraine,True,True,False,False
001-248960,2,Ukraine,True,True,False,False
001-248961,3,Ukraine,True,True,False,False
001-248979,6,Ukraine,True,True,False,False
001-249134,6,Hungary,True,True,True,True
001-249223,3,Sweden,True,True,True,True
001-249234,2,Ukraine,True,True,False,False
001-249236,2,Ukraine,True,True,False,False
001-249251,11,Russia,True,False,True,False
001-249345,6,Armenia,True,True,True,True
001-249370,34,Ukraine,True,True,False,False
001-249380,8,the Republic of Moldova,True,True,True,True
001-249515,P4-2,Azerbaijan,True,True,True,True
001-249525,14,Ukraine,True,True,False,False
001-249527,2,Ukraine,True,True,False,False
001-249530,6,San Marino,True,True,True,True
001-249531,8,Czechia,True,True,True,True
001-249581,5,Armenia,True,True,True,True
001-249583,2,Ukraine,True,True,False,False
001-249586,13,Ukraine,True,True,False,False
001-249587,2,Ukraine,True,True,False,False
001-249691,3,the Netherlands,True,True,True,True
001-249810,P1-1,Ukraine,True,True,False,False
001-249964,8,Albania,True,True,True,True
001-249970,2,Italy,True,True,True,True
001-250034,5,Ukraine,True,True,False,False
001-250035,3,Ukraine,True,True,False,False
001-250036,5,Ukraine,True,True,False,False
001-250107,5,Austria,True,True,True,True
001-250111,6,Poland,True,True,True,True
001-250112,5,Portugal,True,True,True,True
